,countries,Year,CO2 Total Mt,CO2 Kg/1k$,CO2 Tons per capita,Generation GWh,consumption GWh,consumption per capita kW,installed capacity MW,Renewable installed capacity MW,Renewable generation GWh,Renewable percentage %,Population
2697,mauritius,1988,0.927,,0.89,613,570,546.6,302,59,99,16.15%,"1,043,000"
2698,mauritius,1987,0.838,,0.81,565,525,507.2,279,59,139,24.60%,"1,036,000"
2699,mauritius,1986,0.792,,0.77,501,466,453.2,279,59,109,21.76%,"1,028,000"
2700,mauritius,1985,0.640,,0.63,453,421,412.6,274,54,114,25.17%,"1,021,000"
2701,mauritius,1984,0.681,,0.68,450,419,413.5,274,54,65,14.44%,"1,012,000"
2702,mauritius,1983,0.634,,0.63,439,408,407.5,274,54,35,7.97%,"1,002,000"
2703,mauritius,1982,0.557,,0.56,429,399,401.8,243,23,93,21.68%,"993,000"
2704,mauritius,1981,0.605,,0.62,436,405,413.8,243,23,59,13.53%,"980,000"
2705,mauritius,1980,0.586,,0.61,441,410,424.6,243,23,82,18.59%,"966,000"
2706,nepal,2020,17.892,0.16,0.59,,,,,,,,"29,136,808"
2707,nepal,2019,18.044,0.16,0.60,"4,237","4,676",163.5,"1,165","1,111","4,237",100.00%,"28,608,715"
2708,nepal,2018,14.566,0.14,0.49,"4,933","6,597",234.8,"1,166","1,112","4,933",100.00%,"28,096,000"
2709,nepal,2017,12.540,0.13,0.43,"4,670","5,806",210.1,"1,048",994,"4,670",100.00%,"27,633,000"
2710,nepal,2016,10.558,0.12,0.36,"4,220","4,959",181.9,898,844,"4,220",100.00%,"27,263,000"
2711,nepal,2015,7.355,0.08,0.26,"3,443","3,909",144.7,876,823,"3,443",100.00%,"27,015,000"
2712,nepal,2014,7.291,0.08,0.26,"3,774","3,917",145.6,826,772,"3,774",99.98%,"26,906,000"
2713,nepal,2013,6.270,0.08,0.22,"3,497","3,658",135.9,805,751,"3,487",99.73%,"26,917,000"
2714,nepal,2012,6.236,0.08,0.23,"3,529","3,240",120.1,768,715,"3,511",99.49%,"26,989,000"
2715,nepal,2011,5.388,0.07,0.20,"3,468","3,108",114.9,750,697,"3,466",99.95%,"27,041,000"
2716,nepal,2010,4.811,0.07,0.18,"3,182","2,744",101.6,726,669,"3,179",99.91%,"27,013,000"
2717,nepal,2009,4.101,0.06,0.15,"3,095","2,586",96.2,725,668,"3,083",99.61%,"26,884,000"
2718,nepal,2008,3.112,0.05,0.12,"2,794","2,208",82.8,724,667,"2,786",99.70%,"26,667,000"
2719,nepal,2007,2.818,0.04,0.11,"2,772","2,292",86.9,623,566,"2,764",99.69%,"26,383,000"
2720,nepal,2006,2.734,0.05,0.11,"2,717","2,154",82.6,617,560,"2,708",99.67%,"26,067,000"
2721,nepal,2005,3.300,0.06,0.13,"2,501","1,952",75.8,611,554,"2,492",99.64%,"25,745,000"
2722,nepal,2004,2.949,0.05,0.12,"2,391","1,865",73.4,632,575,"2,378",99.46%,"25,419,000"
2723,nepal,2003,3.392,0.06,0.14,"2,244","1,746",69.6,639,584,"2,240",99.82%,"25,081,000"
2724,nepal,2002,2.989,0.06,0.12,"2,115","1,757",71.1,639,584,"2,098",99.20%,"24,726,000"
2725,nepal,2001,3.659,0.07,0.15,"1,856","1,441",59.2,439,384,"1,831",98.65%,"24,347,000"
2726,nepal,2000,3.423,0.07,0.14,"1,679","1,428",59.7,389,334,"1,616",96.25%,"23,941,000"
2727,nepal,1999,3.336,0.07,0.14,"1,509","1,341",57.0,389,334,"1,397",92.58%,"23,510,000"
2728,nepal,1998,2.563,0.06,0.11,"1,221","1,073",46.5,317,262,"1,120",91.73%,"23,058,000"
2729,nepal,1997,2.417,0.06,0.11,"1,089",825,36.5,307,262,"1,051",96.51%,"22,585,000"
2730,nepal,1996,2.189,0.05,0.10,"1,204",920,41.7,307,262,"1,169",97.09%,"22,090,000"
2731,nepal,1995,2.064,0.05,0.10,"1,223",984,45.6,307,262,"1,147",93.79%,"21,576,000"
2732,nepal,1994,1.897,0.05,0.09,982,797,37.9,275,238,924,94.09%,"21,041,000"
2733,nepal,1993,1.562,0.04,0.08,909,751,36.7,292,238,865,95.16%,"20,490,000"
2734,nepal,1992,1.413,0.04,0.07,860,737,37.0,292,238,830,96.51%,"19,938,000"
2735,nepal,1991,1.347,0.04,0.07,930,720,37.1,275,233,901,96.88%,"19,406,000"
2736,nepal,1990,1.098,0.04,0.06,902,768,40.6,274,232,877,97.23%,"18,905,000"
2737,nepal,1989,0.777,,0.04,560,509,27.6,274,232,536,95.71%,"18,445,000"
2738,nepal,1988,0.965,,0.05,581,497,27.6,202,160,557,95.87%,"18,021,000"
2739,nepal,1987,0.961,,0.05,568,455,25.8,207,165,543,95.60%,"17,624,000"
2740,nepal,1986,0.905,,0.05,456,377,21.9,205,162,432,94.74%,"17,240,000"
2741,nepal,1985,0.687,,0.04,359,337,20.0,190,148,332,92.48%,"16,858,000"
2742,nepal,1984,0.896,,0.05,363,336,20.4,171,129,335,92.29%,"16,479,000"
2743,nepal,1983,0.836,,0.05,342,321,19.9,170,128,314,91.81%,"16,103,000"
2744,nepal,1982,0.608,,0.04,237,218,13.9,160,119,206,86.92%,"15,733,000"
2745,nepal,1981,0.544,,0.04,245,232,15.1,138,113,208,84.90%,"15,372,000"
2746,nepal,1980,0.619,,0.04,212,200,13.3,78,53,176,83.02%,"15,022,000"
2747,Thailand,2020,255.464,0.21,3.68,"176,699",,,,"12,397","29,540",16.72%,"69,799,978"
2748,Thailand,2019,269.123,0.21,3.88,"181,191","190,569","2,737.0","68,542","12,260","33,673",18.58%,"69,626,000"
2749,Thailand,2018,273.831,0.22,3.96,"172,876","185,548","2,672.5","68,059","11,777","30,004",17.36%,"69,428,000"
2750,Thailand,2017,275.748,0.23,3.99,"172,390","183,792","2,655.6","65,201","10,665","25,688",14.90%,"69,210,000"
2751,Thailand,2016,277.392,0.24,4.03,"177,719","183,883","2,666.1","64,547","9,863","25,204",14.18%,"68,971,000"
2752,Thailand,2015,279.014,0.25,4.06,"166,696","167,061","2,431.2","60,834","8,400","13,868",8.32%,"68,715,000"
2753,Thailand,2014,274.695,0.25,4.02,"162,732","162,381","2,372.6","57,127","7,858","14,344",8.81%,"68,439,000"
2754,Thailand,2013,277.323,0.26,4.07,"160,712","161,150","2,364.8","55,555","7,210","13,781",8.57%,"68,145,000"
2755,Thailand,2012,266.181,0.25,3.92,"157,383","156,497","2,307.0","53,586","6,202","13,706",8.71%,"67,836,000"
2756,Thailand,2011,247.443,0.25,3.66,"147,304","145,910","2,161.1","51,895","5,567","12,473",8.47%,"67,518,000"
2757,Thailand,2010,247.016,0.26,3.68,"150,434","146,253","2,176.5","50,346","5,312","8,895",5.91%,"67,195,000"
2758,Thailand,2009,232.894,0.26,3.48,"137,298","129,677","1,939.3","49,402","5,230","10,164",7.40%,"66,867,000"
2759,Thailand,2008,239.518,0.26,3.60,"136,474","129,342","1,944.1","43,412","5,135","9,656",7.08%,"66,531,000"
2760,Thailand,2007,237.125,0.27,3.58,"132,379","126,855","1,916.8","38,625","4,890","9,818",7.42%,"66,182,000"
2761,Thailand,2006,230.807,0.27,3.51,"129,323","122,709","1,864.5","34,216","4,547","9,507",7.35%,"65,813,000"
2762,Thailand,2005,227.419,0.28,3.48,"123,058","116,214","1,776.5","35,266","4,300","7,271",5.91%,"65,416,000"
2763,Thailand,2004,219.700,0.28,3.38,"117,178","110,322","1,697.4","39,380","4,176","7,262",6.20%,"64,995,000"
2764,Thailand,2003,201.794,0.28,3.13,"108,991","102,707","1,591.1","31,849","3,573","8,379",7.69%,"64,550,000"
2765,Thailand,2002,193.551,0.29,3.02,"101,612","96,321","1,503.4","31,201","3,536","8,084",7.96%,"64,069,000"
2766,Thailand,2001,182.179,0.29,2.87,"95,802","89,094","1,402.2","29,172","3,536","6,734",7.03%,"63,539,000"
2767,Thailand,2000,173.507,0.28,2.76,"89,604","84,831","1,347.5","28,768","3,523","6,477",7.23%,"62,953,000"
2768,Thailand,1999,171.919,0.29,2.76,"84,787","79,386","1,274.3","24,085","2,923","4,368",5.15%,"62,299,000"
2769,Thailand,1998,164.397,0.29,2.67,"82,240","75,903","1,232.5","22,034","2,923","5,446",6.62%,"61,585,000"
2770,Thailand,1997,186.187,0.30,3.06,"83,332","75,913","1,247.6","20,893","2,922","7,473",8.97%,"60,847,000"
2771,Thailand,1996,182.574,0.29,3.04,"83,198","76,344","1,269.7","19,047","2,909","8,130",9.77%,"60,130,000"
2772,Thailand,1995,162.383,0.27,2.73,"75,630","69,747","1,172.9","17,904","2,738","6,935",9.17%,"59,467,000"
2773,Thailand,1994,143.364,0.26,2.43,"67,132","61,078","1,037.4","15,463","2,610","4,470",6.66%,"58,875,000"
2774,Thailand,1993,128.109,0.25,2.19,"59,785","55,214",946.5,"14,295","2,470","3,664",6.13%,"58,338,000"
2775,Thailand,1992,113.079,0.24,1.96,"53,885","48,433",837.8,"13,240","2,459","4,198",7.79%,"57,811,000"
2776,Thailand,1991,103.323,0.24,1.80,"47,405","42,556",743.6,"11,135","2,459","4,542",9.58%,"57,232,000"
2777,Thailand,1990,93.340,0.23,1.65,"43,654","39,559",699.4,"10,088","2,455","4,927",11.29%,"56,558,000"
2778,Thailand,1989,76.793,,1.38,"37,038","33,776",605.6,"8,497","2,274","5,515",14.89%,"55,772,000"
2779,Thailand,1988,65.921,,1.20,"32,114","29,144",530.9,"8,494","2,271","3,740",11.65%,"54,892,000"
2780,Thailand,1987,57.771,,1.07,"28,395","25,799",478.2,"8,052","2,268","4,033",14.20%,"53,946,000"
2781,Thailand,1986,50.042,,0.94,"24,651","22,821",430.7,"7,981","2,256","5,496",22.30%,"52,980,000"
2782,Thailand,1985,48.539,,0.93,"22,912","20,955",402.8,"7,730","2,096","3,654",15.95%,"52,027,000"
2783,Thailand,1984,43.236,,0.85,"20,911","19,343",378.6,"7,395","2,004","4,039",19.32%,"51,095,000"
2784,Thailand,1983,39.400,,0.79,"18,765","17,422",347.2,"6,742","1,714","3,622",19.30%,"50,174,000"
2785,Thailand,1982,35.422,,0.72,"15,768","14,861",301.7,"5,548","1,501","3,797",24.08%,"49,256,000"
2786,Thailand,1981,36.610,,0.76,"14,549","13,633",282.1,"4,877","1,519","2,943",20.23%,"48,326,000"
2787,Thailand,1980,37.231,,0.79,"13,576","12,916",272.6,"4,458","1,361","1,260",9.28%,"47,374,000"
2788,Malaysia,2020,262.171,0.31,7.98,,,,,,,,"32,939,000"
2789,Malaysia,2019,264.685,0.29,8.16,"162,836","150,062","4,614.0","34,478","8,046","29,084",17.86%,"32,523,000"
2790,Malaysia,2018,257.648,0.30,8.04,"159,946","146,695","4,530.1","33,972","7,540","27,957",17.48%,"32,382,000"
2791,Malaysia,2017,240.929,0.29,7.62,"156,171","143,708","4,487.7","34,181","7,333","27,618",17.68%,"32,023,000"
2792,Malaysia,2016,248.180,0.32,7.96,"148,660","137,194","4,336.9","33,697","7,965","21,223",14.28%,"31,634,000"
2793,Malaysia,2015,253.001,0.34,8.23,"143,458","133,114","4,268.4","31,044","7,525","16,393",11.43%,"31,186,000"
2794,Malaysia,2014,252.402,0.35,8.35,"139,497","126,739","4,127.1","31,410","6,370","14,333",10.27%,"30,709,000"
2795,Malaysia,2013,238.484,0.35,8.03,"131,854","126,734","4,194.5","32,798","5,073","12,970",9.84%,"30,214,000"
2796,Malaysia,2012,221.403,0.34,7.59,"126,823","118,556","4,017.5","29,968","4,142","9,839",7.76%,"29,510,000"
2797,Malaysia,2011,218.113,0.36,7.62,"121,987","110,256","3,793.8","29,522","3,788","8,631",7.08%,"29,062,000"
2798,Malaysia,2010,217.106,0.37,7.72,"117,693","109,844","3,842.2","26,131","2,853","7,427",6.31%,"28,589,000"
2799,Malaysia,2009,199.488,0.37,7.23,"109,467","102,798","3,660.6","26,066","2,788","8,067",7.37%,"28,082,000"
2800,Malaysia,2008,221.424,0.40,8.17,"92,316","84,014","3,044.0","23,933","2,699","7,396",8.01%,"27,600,000"
2801,Malaysia,2007,208.276,0.40,7.82,"91,997","81,934","3,023.4","23,530","2,677","6,433",6.99%,"27,100,000"
2802,Malaysia,2006,190.731,0.39,7.30,"84,762","75,255","2,804.7","23,062","2,566","6,378",7.52%,"26,832,000"
2803,Malaysia,2005,183.094,0.39,7.14,"77,971","69,126","2,610.8","21,673","2,465","5,139",6.59%,"26,477,000"
2804,Malaysia,2004,170.870,0.39,6.79,"77,635","71,100","2,744.6","23,290","2,455","5,769",7.43%,"25,905,000"
2805,Malaysia,2003,158.436,0.38,6.42,"74,701","68,323","2,698.4","17,037","2,472","5,693",7.62%,"25,320,000"
2806,Malaysia,2002,148.907,0.38,6.15,"70,055","64,049","2,590.3","17,027","2,462","5,248",7.49%,"24,727,000"
2807,Malaysia,2001,139.775,0.38,5.90,"66,555","60,780","2,519.6","15,474","2,474","6,371",9.57%,"24,123,000"
2808,Malaysia,2000,132.522,0.36,5.72,"65,892","60,328","2,567.7","14,116","2,408","7,340",11.14%,"23,495,000"
2809,Malaysia,1999,121.133,0.36,5.35,"61,654","56,361","2,460.1","12,458","1,814","7,445",12.08%,"22,910,000"
2810,Malaysia,1998,110.624,0.35,5.00,"57,273","52,391","2,345.8","13,604","2,104","4,803",8.39%,"22,334,000"
2811,Malaysia,1997,111.775,0.32,5.18,"54,567","50,614","2,325.1","12,975","2,025","3,831",7.02%,"21,769,000"
2812,Malaysia,1996,104.265,0.32,4.96,"48,558","43,372","2,043.6","12,172","2,232","5,132",10.57%,"21,223,000"
2813,Malaysia,1995,91.307,0.31,4.45,"43,016","39,216","1,896.1","10,600","1,760","6,156",14.31%,"20,682,000"
2814,Malaysia,1994,84.797,0.32,4.24,"37,074","34,034","1,689.7","9,000","1,660","6,458",17.42%,"20,142,000"
2815,Malaysia,1993,78.891,0.32,4.05,"32,892","28,735","1,465.9","6,857","1,577","4,823",14.66%,"19,602,000"
2816,Malaysia,1992,72.303,0.33,3.80,"27,753","25,996","1,363.3","6,700","1,545","4,316",15.55%,"19,068,000"
2817,Malaysia,1991,68.973,0.34,3.72,"26,821","24,252","1,307.6","6,060","1,454","4,363",16.27%,"18,547,000"
2818,Malaysia,1990,57.513,0.31,3.19,"23,952","22,350","1,223.5","5,037","1,457","3,948",16.48%,"18,267,000"
2819,Malaysia,1989,49.084,,2.80,"20,784","19,335","1,104.4","4,967","1,437","5,183",24.94%,"17,508,000"
2820,Malaysia,1988,41.888,,2.46,"18,438","16,679",975.7,"4,917","1,437","5,607",30.41%,"17,094,000"
2821,Malaysia,1987,39.244,,2.37,"16,469","14,834",889.3,"4,822","1,422","4,861",29.52%,"16,681,000"
2822,Malaysia,1986,38.121,,2.38,"15,292","13,766",846.8,"4,601","1,251","4,032",26.37%,"16,257,000"
2823,Malaysia,1985,37.804,,2.42,"14,996","13,699",865.8,"4,173","1,040","3,776",25.18%,"15,823,000"
2824,Malaysia,1984,36.089,,2.38,"13,791","12,634",824.2,"4,028","1,035","3,397",24.63%,"15,328,000"
2825,Malaysia,1983,34.796,,2.35,"12,686","11,581",774.4,"3,679",954,"1,684",13.27%,"14,955,000"
2826,Malaysia,1982,31.281,,2.16,"11,499","10,504",719.9,"3,318",767,"1,290",11.22%,"14,592,000"
2827,Malaysia,1981,29.674,,2.10,"10,895","10,005",703.1,"3,142",674,"1,578",14.48%,"14,229,000"
2828,Malaysia,1980,28.111,,2.04,"10,186","9,363",674.3,"3,089",649,"1,398",13.72%,"13,885,000"
2829,Philippines,2020,139.158,0.16,1.27,,,,,,,,"108,800,000"
2830,Philippines,2019,150.101,0.16,1.39,"100,921","90,927",847.4,"26,797","7,497","21,965",21.76%,"107,300,000"
2831,Philippines,2018,143.754,0.16,1.35,"95,086","86,079",813.9,"24,963","7,311","23,232",24.43%,"105,760,000"
2832,Philippines,2017,138.360,0.16,1.32,"90,002","81,740",784.7,"24,309","7,154","23,092",25.66%,"104,170,000"
2833,Philippines,2016,126.325,0.16,1.22,"86,587","78,301",763.7,"22,816","7,004","21,898",25.29%,"102,530,000"
2834,Philippines,2015,116.698,0.16,1.15,"78,635","71,154",705.7,"19,899","6,350","20,872",26.54%,"100,830,000"
2835,Philippines,2014,107.776,0.15,1.08,"73,726","66,456",669.2,"18,934","5,969","19,721",26.75%,"99,310,000"
2836,Philippines,2013,100.956,0.15,1.03,"71,844","64,103",655.5,"18,254","5,556","19,803",27.56%,"97,790,000"
2837,Philippines,2012,92.563,0.15,0.96,"69,688","61,328",637.2,"17,958","5,528","20,657",29.64%,"96,250,000"
2838,Philippines,2011,87.362,0.15,0.92,"66,119","58,439",617.1,"16,870","5,413","19,748",29.87%,"94,700,000"
2839,Philippines,2010,87.506,0.16,0.93,"64,669","56,869",610.6,"17,044","5,438","17,744",27.44%,"93,140,000"
2840,Philippines,2009,81.069,0.16,0.88,"59,317","51,817",565.9,"16,305","5,318","20,079",33.85%,"91,560,000"
2841,Philippines,2008,80.593,0.16,0.89,"58,310","50,630",562.7,"16,366","5,283","20,529",35.21%,"89,980,000"
2842,Philippines,2007,79.360,0.16,0.89,"57,080","49,472",559.7,"16,621","5,273","18,752",32.85%,"88,390,000"
2843,Philippines,2006,73.487,0.16,0.84,"54,505","47,620",548.7,"16,488","5,261","20,359",37.35%,"86,790,000"
2844,Philippines,2005,81.815,0.19,0.95,"54,188","47,371",556.2,"16,304","5,226","18,224",33.63%,"85,170,000"
2845,Philippines,2004,78.409,0.19,0.93,"53,646","46,419",555.6,"16,233","5,149","18,789",35.02%,"83,550,000"
2846,Philippines,2003,77.466,0.20,0.93,"50,674","43,864",535.5,"15,461","4,799","17,612",34.76%,"81,910,000"
2847,Philippines,2002,75.379,0.20,0.93,"46,525","40,555",505.2,"15,038","4,449","17,205",36.98%,"80,270,000"
2848,Philippines,2001,74.237,0.21,0.93,"45,208","39,495",502.4,"13,792","4,451","17,475",38.65%,"78,610,000"
2849,Philippines,2000,76.885,0.22,0.99,"43,660","37,315",484.9,"13,600","4,235","19,347",44.31%,"76,950,000"
2850,Philippines,1999,76.075,0.23,1.00,"39,860","33,741",438.3,"10,763","2,304","18,356",46.05%,"76,990,000"
2851,Philippines,1998,77.839,0.24,1.04,"39,875","34,025",451.5,"10,497","2,304","13,947",34.98%,"75,360,000"
2852,Philippines,1997,79.215,0.24,1.08,"38,162","31,569",429.3,"10,175","2,303","13,209",34.61%,"73,530,000"
2853,Philippines,1996,70.625,0.23,0.99,"35,248","29,120",405.0,"10,080","2,300","13,494",38.28%,"71,900,000"
2854,Philippines,1995,67.331,0.23,0.96,"32,220","26,485",387.2,"8,869","2,258","12,305",38.19%,"68,410,000"
2855,Philippines,1994,56.017,0.20,0.82,"29,309","24,575",367.7,"8,475","2,254","12,207",41.65%,"66,840,000"
2856,Philippines,1993,51.548,0.19,0.77,"23,799","19,884",304.4,"7,292","2,214","10,611",44.59%,"65,320,000"
2857,Philippines,1992,47.891,0.18,0.74,"23,121","19,030",298.2,"6,918","2,257","9,909",42.86%,"63,820,000"
2858,Philippines,1991,44.202,0.17,0.70,"23,901","20,698",331.9,"6,768","2,170","10,852",45.40%,"62,360,000"
2859,Philippines,1990,44.058,0.17,0.71,"24,684","21,459",352.1,"6,340","2,168","11,466",46.45%,"60,940,000"
2860,Philippines,1989,40.819,,0.68,"24,655","20,858",350.2,"6,266","2,162","11,470",46.52%,"59,553,000"
2861,Philippines,1988,39.305,,0.67,"22,704","18,356",315.6,"6,200","2,147","10,814",47.63%,"58,165,000"
2862,Philippines,1987,37.566,,0.66,"20,784","16,446",289.2,"6,125","2,138","9,540",45.90%,"56,877,000"
2863,Philippines,1986,30.787,,0.55,"21,275","17,677",318.6,"6,094","2,142","10,331",48.56%,"55,490,000"
2864,Philippines,1985,32.663,,0.60,"21,816","18,070",333.6,"5,849","2,147","10,209",46.80%,"54,172,000"
2865,Philippines,1984,33.281,,0.63,"20,077","16,944",320.5,"5,646","1,962","9,450",47.07%,"52,864,000"
2866,Philippines,1983,37.455,,0.73,"19,669","16,865",326.9,"5,370","1,667","6,825",34.70%,"51,586,000"
2867,Philippines,1982,35.203,,0.70,"18,464","15,988",317.7,"4,842","1,547","7,141",38.68%,"50,318,000"
2868,Philippines,1981,34.822,,0.71,"17,499","15,349",312.7,"4,497","1,280","6,322",36.13%,"49,089,000"
2869,Philippines,1980,36.912,,0.78,"17,071","16,765",350.2,"4,050",961,"5,450",31.93%,"47,880,000"
2870,Afghanistan,2020,11.948,0.16,0.31,,,,,,,,"38,928,341"
2871,Afghanistan,2019,12.047,0.15,0.32,"1,063","5,913",183.6,646,362,880,82.81%,"32,200,000"
2872,Afghanistan,2018,8.712,0.12,0.24,"1,165","6,073",192.2,636,352,965,82.84%,"31,600,000"
2873,Afghanistan,2017,8.609,0.12,0.24,"1,264","5,787",194.9,636,352,"1,088",86.06%,"29,700,000"
2874,Afghanistan,2016,6.341,0.09,0.18,"1,215","5,463",187.1,634,350,"1,060",87.26%,"29,200,000"
2875,Afghanistan,2015,7.711,0.11,0.23,"1,183","4,880",171.7,587,319,"1,034",87.39%,"28,425,000"
2876,Afghanistan,2014,7.373,0.11,0.23,"1,159","4,788",173.5,586,318,"1,000",86.28%,"27,601,000"
2877,Afghanistan,2013,8.172,0.12,0.26,"1,103","4,641",173.6,601,333,885,80.21%,"26,736,000"
2878,Afghanistan,2012,9.883,0.15,0.32,882,"3,889",150.4,587,332,738,83.67%,"25,864,000"
2879,Afghanistan,2011,11.936,0.21,0.40,771,"2,958",118.2,571,316,595,77.18%,"25,031,000"
2880,Afghanistan,2010,7.263,0.13,0.25,936,"2,443",100.7,594,374,751,80.24%,"24,269,000"
2881,Afghanistan,2009,5.582,0.11,0.20,938,"2,027",85.9,594,374,776,82.73%,"23,596,000"
2882,Afghanistan,2008,3.807,0.09,0.14,728,"1,429",62.1,521,374,542,74.45%,"22,997,000"
2883,Afghanistan,2007,2.046,0.05,0.08,946,"1,489",66.4,514,374,748,79.07%,"22,426,000"
2884,Afghanistan,2006,1.382,0.04,0.05,837,"1,210",56.1,514,374,637,76.11%,"21,596,000"
2885,Afghanistan,2005,1.200,0.04,0.05,934,974,46.5,524,374,590,63.17%,"20,947,000"
2886,Afghanistan,2004,0.903,0.03,0.04,894,931,46.0,489,374,565,63.20%,"20,237,000"
2887,Afghanistan,2003,0.982,0.03,0.04,939,973,50.0,489,374,630,67.09%,"19,477,000"
2888,Afghanistan,2002,0.775,0.03,0.04,687,739,39.5,491,376,555,80.79%,"18,707,000"
2889,Afghanistan,2001,1.133,0.06,0.05,592,651,30.1,498,383,498,84.12%,"21,606,992"
2890,Afghanistan,2000,0.996,0.05,0.05,467,534,25.7,407,292,312,66.81%,"20,779,957"
2891,Afghanistan,1999,1.290,0.07,0.07,455,523,25.9,497,292,300,65.93%,"20,170,847"
2892,Afghanistan,1998,1.323,0.06,0.07,460,528,26.7,492,292,300,65.22%,"19,737,770"
2893,Afghanistan,1997,1.282,0.06,0.07,499,564,29.1,492,292,322,64.53%,"19,357,126"
2894,Afghanistan,1996,1.335,0.06,0.07,549,621,32.9,492,292,361,65.76%,"18,853,444"
2895,Afghanistan,1995,1.469,0.06,0.09,608,685,37.9,494,292,412,67.76%,"18,110,662"
2896,Afghanistan,1994,1.510,0.09,0.09,669,750,43.9,494,292,467,69.81%,"17,075,728"
2897,Afghanistan,1993,1.625,0.08,0.11,677,730,46.1,494,292,470,69.42%,"15,816,601"
2898,Afghanistan,1992,1.748,0.06,0.13,685,768,53.0,494,292,473,69.05%,"14,485,543"
2899,Afghanistan,1991,2.699,0.10,0.21,989,"1,045",78.6,494,292,683,69.06%,"13,299,016"
2900,Afghanistan,1990,2.835,0.09,0.23,"1,098","1,021",82.3,494,292,756,68.85%,"12,412,311"
2901,Afghanistan,1989,2.820,,0.24,"1,089","1,013",85.3,494,292,750,68.87%,"11,868,873"
2902,Afghanistan,1988,3.051,,0.26,"1,080","1,004",86.5,489,290,744,68.89%,"11,618,008"
2903,Afghanistan,1987,2.815,,0.24,"1,218","1,133",97.6,489,290,756,62.07%,"11,604,538"
2904,Afghanistan,1986,2.675,,0.23,"1,135","1,056",89.9,470,281,713,62.82%,"11,736,177"
2905,Afghanistan,1985,4.126,,0.35,"1,034",962,80.6,470,281,770,74.47%,"11,938,204"
2906,Afghanistan,1984,3.188,,0.26,"1,019",948,77.7,450,272,757,74.29%,"12,204,306"
2907,Afghanistan,1983,3.044,,0.25,"1,000",930,74.2,450,272,746,74.60%,"12,537,732"
2908,Afghanistan,1982,2.294,,0.18,952,885,68.7,427,259,707,74.26%,"12,882,518"
2909,Afghanistan,1981,2.331,,0.18,992,923,70.0,427,259,721,72.68%,"13,171,679"
2910,Afghanistan,1980,1.971,,0.15,942,876,65.6,374,262,711,75.48%,"13,356,500"
2911,Pakistan,2020,217.025,0.21,1.04,,,,,,,,"208,570,000"
2912,Pakistan,2019,217.960,0.21,1.07,"120,396","103,494",505.5,"37,959","12,255","40,634",33.75%,"204,729,000"
2913,Pakistan,2018,221.020,0.22,1.10,"117,947","101,669",505.9,"36,178","10,536","42,078",35.68%,"200,960,000"
2914,Pakistan,2017,209.831,0.22,1.07,"113,715","93,161",472.3,"32,221","9,219","31,624",27.81%,"197,260,000"
2915,Pakistan,2016,190.691,0.21,0.99,"116,908","93,822",484.7,"27,804","8,873","34,753",29.73%,"193,560,000"
2916,Pakistan,2015,174.174,0.20,0.92,"106,610","89,864",473.3,"25,178","8,173","35,997",33.76%,"189,870,000"
2917,Pakistan,2014,164.853,0.20,0.89,"101,600","84,416",453.4,"25,495","7,949","33,189",32.67%,"186,190,000"
2918,Pakistan,2013,156.497,0.20,0.86,"99,205","82,692",453.0,"24,580","7,575","32,096",32.35%,"182,530,000"
2919,Pakistan,2012,154.859,0.21,0.87,"92,907","76,910",429.9,"23,161","7,147","29,624",31.89%,"178,910,000"
2920,Pakistan,2011,153.728,0.21,0.88,"89,750","73,970",421.9,"23,214","7,035","28,277",31.51%,"175,310,000"
2921,Pakistan,2010,151.977,0.22,0.89,"89,680","74,634",434.6,"23,355","7,020","31,516",35.14%,"171,730,000"
2922,Pakistan,2009,157.819,0.23,0.94,"90,967","72,259",429.7,"21,348","6,945","27,822",30.58%,"168,180,000"
2923,Pakistan,2008,155.009,0.23,0.95,"87,728","68,559",416.4,"20,210","6,942","27,506",31.35%,"164,660,000"
2924,Pakistan,2007,159.658,0.24,1.00,"90,773","72,230",456.7,"19,718","6,815","28,420",31.31%,"158,170,000"
2925,Pakistan,2006,143.507,0.23,0.91,"94,315","72,574",467.1,"19,693","6,790","31,633",33.54%,"155,370,000"
2926,Pakistan,2005,132.460,0.22,0.86,"89,625","67,265",441.0,"19,694","6,780","30,553",34.09%,"152,530,000"
2927,Pakistan,2004,130.139,0.23,0.86,"81,143","60,215",402.4,"19,572","6,724","25,414",31.32%,"149,650,000"
2928,Pakistan,2003,116.461,0.22,0.79,"77,483","57,185",389.7,"19,437","6,713","26,675",34.43%,"146,750,000"
2929,Pakistan,2002,112.564,0.23,0.78,"72,443","52,402",366.0,"18,143","5,268","22,127",30.54%,"143,170,000"
2930,Pakistan,2001,112.035,0.23,0.79,"68,859","49,980",356.1,"18,217","5,255","18,752",27.23%,"140,360,000"
2931,Pakistan,2000,109.406,0.24,0.79,"63,400","46,854",340.7,"17,953","5,226","17,022",26.85%,"137,530,000"
2932,Pakistan,1999,108.245,0.24,0.80,"62,492","44,938",336.3,"17,387","4,826","19,095",30.56%,"133,610,000"
2933,Pakistan,1998,99.008,0.23,0.75,"59,941","40,043",306.7,"15,816","4,826","22,225",37.08%,"130,560,000"
2934,Pakistan,1997,97.523,0.23,0.76,"57,855","42,557",333.8,"14,677","4,826","21,839",37.75%,"127,510,000"
